snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,row,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,external_codes
SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,Denial of Service (DoS),Go,k8s.io/kubernetes/pkg/kubelet/server,1.17.2,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes/releases/tag/v1.17.2,https://github.com/kubernetes/kubernetes/blob/master/build/pause/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.10.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.11.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.12.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.13.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.14.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.15.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.16.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.17.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.18.md ; https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.19.md ; https://github.com/kubernetes/kubernetes/blob/,https://snyk.io/vuln/SNYK-GOLANG-K8SIOKUBERNETESPKGKUBELETSERVER-561503,126,y,https://github.com/kubernetes/kops/tree/master/docs/releases,changelog,,n,,,n,n,,,wtf? no notable changes,
SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,Cryptographic Issues,Maven,com.capitalone.dashboard:core,3.6.9,https://github.com/Hygieia/hygieia-core,https://github.com/hygieia/hygieia-core/releases/tag/v3.6.9,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMCAPITALONEDASHBOARD-1042970,128,y,github release note,github release note,,y,"vulnerability type, explicit mention",security notice;vulnerability description,y,n,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.8.11.2,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,131,y,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,changelog,,y,cve mentioned; pr mentioned; vuln details,vulnerability description;fix reference;advisory reference,y,n,,,,
SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,Deserialization of Untrusted Data,Maven,com.fasterxml.jackson.core:jackson-databind,2.9.5,https://github.com/FasterXML/jackson-databind,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-72446,132,y,https://github.com/FasterXML/jackson-databind/blob/master/release-notes/VERSION-2.x,changelog,y,y,,vulnerability description;fix reference;advisory reference,y,n,,,,
SNYK-JAVA-COMGOOGLEPROTOBUF-173761,Integer Overflow,Maven,com.google.protobuf:protobuf-java,3.4.0,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf/releases/tag/v3.4.0,https://github.com/protocolbuffers/protobuf/blob/master/CHANGES.txt ; https://github.com/protocolbuffers/protobuf/blob/master/csharp/CHANGES.txt,https://snyk.io/vuln/SNYK-JAVA-COMGOOGLEPROTOBUF-173761,133,y,github release note; changelog,changelog,n,,,,y,n,,,fix was already available? vulnerability was discussed; sca tools picked up a lot later,
SNYK-JAVA-COMVAADIN-1069817,Timing Attack,Maven,com.vaadin:vaadin-server,8.12.3,https://github.com/vaadin/framework,https://github.com/vaadin/framework/releases/tag/8.12.3,https://github.com/vaadin/framework/blob/master/all/src/main/templates/release-notes.html ; https://github.com/vaadin/framework/blob/master/test/servlet-containers/karaf/karaf-run/apache-karaf-4.2.1-minimal/RELEASE-NOTES.md ; https://github.com/vaadin/framework/blob/master/uitest/src/main/resources/com/vaadin/tests/components/tree/TreeContainerChange ; https://github.com/vaadin/framework/blob/master/uitest/src/main/webapp/VAADIN/themes/tests-tickets/layouts/Ticket1519_News.html,https://snyk.io/vuln/SNYK-JAVA-COMVAADIN-1069817,135,y,,github release note,,y,summary of fix,fix reference, n,n,,,,
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,2.25.1,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,139,y,https://camel.apache.org/blog/2020/04/RELEASE-2.25.1/,homepage announcement,,n,,,y,n,,,,
SNYK-JAVA-ORGAPACHECAMEL-569125,Rebind Flaw,Maven,org.apache.camel:camel-spring,3.2.0,https://github.com/apache/camel,not found through script,https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/change-data-capture.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/exchangeProperty-language.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/message-history.adoc ; https://github.com/apache/camel/blob/master/catalog/camel-catalog/src/generated/resources/org/apache/camel/catalog/docs/xchange-component.adoc ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/component/xchange ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/configurer/xchange-component ; https://github.com/apache/camel/blob/master/components/camel-xchange/src/generated/resources/META-INF/services/org/apache/camel/c,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHECAMEL-569125,140,y,https://camel.apache.org/blog/2020/04/RELEASE-3.2.0/,homepage announcement,,y,pr referenced,fix reference,y,n,,,,
SNYK-JAVA-ORGAPACHEDERBY-32274,Security Bypass,Maven,org.apache.derby:derby,10.14.2.0,https://github.com/apache/derby,not found through script,,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEDERBY-32274,141,y,http://db.apache.org/derby/,homepage announcement,,n,,,y,n,,,homepage announcement may have their release note in the repository in html; non-readable format,
SNYK-JAVA-ORGAPACHEHADOOP-174573,Arbitrary File Write via Archive Extraction (Zip Slip),Maven,org.apache.hadoop:hadoop-common,2.7.7,https://github.com/apache/hadoop,not found through script,https://github.com/apache/hadoop/blob/master/dev-support/bin/create-release ; https://github.com/apache/hadoop/blob/master/dev-support/bin/releasedocmaker ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/ChangeLog ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/main/native/NEWS ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/CHANGELOG.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.0/RELEASENOTES.0.1.0.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/CHANGELOG.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.1.1/RELEASENOTES.0.1.1.md ; https://github.com/apache/hadoop/blob/master/hadoop-common-project/hadoop-common/src/site/markdown/release/0.10.,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEHADOOP-174573,142,y,https://hadoop.apache.org/release.html,homepage announcement,,y,mention cve,advisory reference,n,n,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.10.2,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,147,y,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.12.1,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,148,y,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,
SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,Cross-site Scripting (XSS),Maven,org.apache.jackrabbit:jackrabbit-jcr-commons,2.8.2,https://github.com/apache/jackrabbit,not found through script,https://github.com/apache/jackrabbit/blob/master/jackrabbit-jcr-tests/src/main/resources/org/apache/jackrabbit/test/api/nodetype/spec/nt-versionHistory.txt ; https://github.com/apache/jackrabbit/blob/master/RELEASE-NOTES.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJACKRABBIT-460325,151,y,http://jackrabbit.apache.org/jcr/news-archive.html,homepage announcement,,n,,,n,n,,,,
SNYK-JAVA-ORGAPACHEJSPWIKI-174839,Cross-site Scripting (XSS),Maven,org.apache.jspwiki:jspwiki-main,2.11.0-M4,https://github.com/apache/jspwiki,not found through script,https://github.com/apache/jspwiki/blob/master/ChangeLog.md ; https://github.com/apache/jspwiki/blob/master/jspwiki-it-tests/jspwiki-selenide-tests/src/test/resources/test-repo/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/dev/OldChangeLog ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/2.8AuthChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-war/src/main/config/doc/APIChangesFrom2.4.html ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/ApprovalRequiredForPageChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/FullRecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/News.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/de/src/main/resources/RecentChanges.txt ; https://github.com/apache/jspwiki/blob/master/jspwiki-wikipages/en/src/main/resources/ApprovalReq,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHEJSPWIKI-174839,152,n,,changelog,,n,,,n,n,,,,
SNYK-JAVA-ORGAPACHENIFI-1015373,Information Exposure,Maven,org.apache.nifi:nifi-security-utils,1.12.0,https://github.com/apache/nifi,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHENIFI-1015373,153,n,https://jspwiki-wiki.apache.org/Wiki.jsp?page=NewIn2.11,homepage announcement,,,,,,,,,,
SNYK-JAVA-ORGAPACHETIKA-466520,XML External Entity (XXE) Injection,Maven,org.apache.tika:tika-core,1.19,https://github.com/apache/tika,not found through script,https://github.com/apache/tika/blob/master/CHANGES.txt ; https://github.com/apache/tika/blob/master/tika-parsers/tika-parsers-classic/tika-parsers-classic-package/src/test/resources/test-documents/testMessageNews.txt,https://snyk.io/vuln/SNYK-JAVA-ORGAPACHETIKA-466520,154,y,,changelog,,y,summary of fix,fix reference,y,n,,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.2.25.v20180606,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,161,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,n,,,y,n,,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.3.24.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,162,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,n,,,y,n,,,,
SNYK-JAVA-ORGECLIPSEJETTY-32385,Authorization Bypass,Maven,org.eclipse.jetty:jetty-server,9.4.11.v20180605,https://github.com/eclipse/jetty.project,not found through script,https://github.com/eclipse/jetty.project/blob/master/documentation/jetty-documentation/src/main/asciidoc/old_docs/contributing/release-testing.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGECLIPSEJETTY-32385,163,y,https://github.com/eclipse/jetty.project/blob/jetty-10.0.x/VERSION.txt,changelog,,n,,,y,n,,,,
SNYK-JAVA-ORGGITHUBEVENJN-538607,Regular Expression Denial of Service (ReDoS),Maven,org.github.evenjn:diff,3.5.0,https://github.com/evenjn/diff,not found through script,wrong repository fixed it,https://snyk.io/vuln/SNYK-JAVA-ORGGITHUBEVENJN-538607,164,y,https://github.com/kpdecker/jsdiff/blob/master/release-notes.md,changelog,,y,commit log,fix reference,y,n,,,,
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.263.2,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.263.2,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,165,y,,homepage announcement,,y,security mention adviosry link,Security notice; Advisory reference,y,n,,,,y
SNYK-JAVA-ORGJENKINSCIMAIN-1062704,Access Restriction Bypass,Maven,org.jenkins-ci.main:jenkins-core,2.275,https://github.com/jenkinsci/jenkins,https://github.com/jenkinsci/jenkins/releases/tag/jenkins-2.275,https://github.com/jenkinsci/jenkins/blob/master/changelog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIMAIN-1062704,166,y,github release note; homepage,homepage announcement,,y,security mention adviosry link,Security notice; Advisory reference,y,n,,,,y
SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,Information Exposure,Maven,org.jenkins-ci.plugins:mercurial,2.3,https://github.com/jenkinsci/mercurial-plugin,not found through script,https://github.com/jenkinsci/mercurial-plugin/blob/master/CHANGELOG.md ; https://github.com/jenkinsci/mercurial-plugin/blob/master/src/main/resources/hudson/plugins/mercurial/MercurialSCM/help-disableChangeLog.html,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-32133,169,y,,changelog,,y,security mention; advisory link,Security notice; Advisory reference,n,n,,,,y
SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,Remote Code Execution,Maven,org.jenkins-ci.plugins:azure-acs,1.0.2,https://github.com/jenkinsci/azure-acs-plugin,not found through script,https://github.com/jenkinsci/azure-acs-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-561368,170,y,,changelog,,y,vuln type,vulnerability description,n,n,,,,
SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,Cross-site Request Forgery (CSRF),Maven,org.jenkins-ci.plugins:database,1.7,https://github.com/jenkinsci/database-plugin,https://github.com/jenkinsci/database-plugin/releases/tag/database-1.7,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-609361,171,y,,github release note,,y,security notice,security notice,y,n,,,,
SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,Sandbox Bypass,Maven,org.jenkins-ci.plugins.workflow:workflow-cps,2.64,https://github.com/jenkinsci/workflow-cps-plugin,not found through script,https://github.com/jenkinsci/workflow-cps-plugin/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINSWORKFLOW-449991,172,y,,changelog,,y,security mention adviosry link,security notice;advisory reference,n,n,,,,y
SNYK-JAVA-ORGKEYCLOAK-569079,Improper Certificate Validation,Maven,org.keycloak:keycloak-services,10.0.0,https://github.com/keycloak/keycloak,not found through script,"https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-core,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/com.webauthn4j,webauthnj4-util,0.12.0.RELEASE,Apache Software License 2.0.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/keycloak/history,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/change-case,MIT.txt ; https://github.com/keycloak/keycloak/blob/master/distribution/feature-packs/server-feature-pack/src/main/resources/licenses/rh-sso/com.weba",https://snyk.io/vuln/SNYK-JAVA-ORGKEYCLOAK-569079,173,y,https://www.keycloak.org/docs/latest/release_notes/index.html#keycloak-10-0-0,homepage announcement,,n,,,y,n,,,,d
SNYK-JAVA-ORGMEMBRANESOA-1015413,Directory Traversal,Maven,org.membrane-soa:service-proxy-core,4.7.3,https://github.com/membrane/service-proxy,https://github.com/membrane/service-proxy/releases/tag/v4.7.3,https://github.com/membrane/service-proxy/blob/master/distribution/router/CHANGELOG.txt,https://snyk.io/vuln/SNYK-JAVA-ORGMEMBRANESOA-1015413,174,y,,github release note,,y,security mention; component; PR,security notice;vulnerability description;fix reference;affected component listed,y,n,,,,
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.1.5.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,176,n,,,,,,,,,,,,d
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,4.2.4.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,177,n,,,,,,,,,,,,d
SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,Access Restriction Bypass,Maven,org.springframework.security:spring-security-web,5.0.3.RELEASE,https://github.com/spring-projects/spring-security,not found through script,https://github.com/spring-projects/spring-security/blob/master/RELEASE.adoc,https://snyk.io/vuln/SNYK-JAVA-ORGSPRINGFRAMEWORKSECURITY-474642,178,n,,,,,,,,,,,,d
SNYK-JAVA-ORGWEBJARS-449947,Cross-site Scripting (XSS),Maven,org.webjars:swagger-ui,3.0.14,https://github.com/webjars/swagger-ui,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-449947,179,y,https://github.com/swagger-api/swagger-ui/releases/tag/v3.0.14,github release note,,n,,,y,n,,,,
SNYK-JAVA-ORGWEBJARS-480320,Regular Expression Denial of Service (ReDoS),Maven,org.webjars:vue,2.5.14,https://github.com/webjars/vue,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARS-480320,183,y,https://github.com/vuejs/vue/releases/tag/v2.5.14,github release note,,y,commit log,fix reference,y,n,,,,
SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,Arbitrary Code Execution,Maven,org.webjars.bowergithub.nodeca:js-yaml,3.13.1,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSBOWERGITHUBNODECA-479834,186,y,,changelog,,y,security header; PR,security notice;fix reference,n,n,,,,
SNYK-JAVA-ORGWEBJARSNPM-479533,Cross-site Scripting (XSS),Maven,org.webjars.npm:buefy,0.7.2,https://github.com/buefy/buefy,https://github.com/buefy/buefy/releases/tag/v0.7.2,https://github.com/buefy/buefy/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479533,188,y,,changelog,,n,,,y,n,,,,d
SNYK-JAVA-ORGWEBJARSNPM-479829,Denial of Service (DoS),Maven,org.webjars.npm:js-yaml,3.13.0,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479829,189,y,,changelog,,y,sec header; PR; function,security notice;fix reference;affected component listed,n,n,,,,
SNYK-JAVA-ORGWEBJARSNPM-479972,Arbitrary Code Execution,Maven,org.webjars.npm:mathjs,3.10.3,https://github.com/josdejong/mathjs,not found through script,https://github.com/josdejong/mathjs/blob/master/HISTORY.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-479972,191,y,,changelog,,y,sec fix,security notice;fix reference,n,n,,,,
SNYK-JAVA-ORGWEBJARSNPM-480274,Cross-site Scripting (XSS),Maven,org.webjars.npm:tinymce,4.7.12,https://github.com/tinymce/tinymce,not found through script,https://github.com/tinymce/tinymce/blob/master/modules/agar/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/alloy/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/katamari/CHANGELOG.md ; https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480274,200,y,changelog; homepage announcement- https://github.com/tinymce/tinymce/blob/master/modules/tinymce/CHANGELOG.md,changelog,,y,vuln type; summary fix,vulnerability description;fix reference,y,n,,,,
SNYK-JS-CKEDITORCKEDITOR5MARKDOWNGFM-1066168,Regular Expression Denial of Service (ReDoS),npm,@ckeditor/ckeditor5-markdown-gfm,25.0.0,https://github.com/ckeditor/ckeditor5/tree/master/packages/ckeditor5-markdown-gfm,https://github.com/ckeditor/ckeditor5/releases/tag/v25.0.0,https://github.com/ckeditor/ckeditor5/blob/master ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-adapter-ckfinder/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-alignment/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-autoformat/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-autosave/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-basic-styles/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-block-quote/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-build-balloon-block/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-build-balloon/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-build-classic/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-build-decoupled-document/CHANGELOG.md ; https://github.com/ckeditor/ckeditor5/blob/masterditor5-build-inline/CHANGELOG.md ; https://github.com/ckeditor/ckedi,https://snyk.io/vuln/SNYK-JS-CKEDITORCKEDITOR5MARKDOWNGFM-1066168,209,y,github release note; changelog,changelog,,y,security explicitly mentioned; advisory link; risk of security explained,security notice;vulnerability description;advisory reference,y,y,breaking change; affected api,breaking change notice;affected api listed,,y
SNYK-JS-DSET-1054939,Prototype Pollution,npm,dset,2.1.0,https://github.com/lukeed/dset,https://github.com/lukeed/dset/releases/tag/v2.1.0,no changlog found in script,https://snyk.io/vuln/SNYK-JS-DSET-1054939,212,y,github release note,github release note,,y,commit referenced; vulnerability type referenced; affected versions,vulnerability description;fix reference;affected version listed,y,n,,,,
SNYK-JS-ELECTRON-1049547,Use After Free,npm,electron,10.2.0,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v10.2.0,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-1049547,213,y,github release note,github release note,,y,Security explicitly mentioned; CVE mentioned; vulnerability type mentioned; PR referenced,security notice;fix reference;vulnerability description;advisory reference,y,n,,,other non-CVE fix mentioned,y
SNYK-JS-ELECTRON-1049547,Use After Free,npm,electron,9.4.0,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v9.4.0,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-1049547,214,y,github release note,github release note,,y,Security explicitly mentioned; CVE mentioned; vulnerability type mentioned; PR referenced,security notice;fix reference;vulnerability description;advisory reference,y,n,,,other non-CVE fix mentioned,y
SNYK-JS-FAYE-567269,Cross-Site Request Forgery (CSRF),npm,faye,1.1.0,https://github.com/faye/faye,not found through script,https://github.com/faye/faye/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-FAYE-567269,221,y,changelog,changelog,Y,y,advisory reference; vuln type; summary of fix,fix reference;advisory reference;vulnerability description,n,n,,,Snyk has wrong version listed; Is mailing list an old system?,
