snyk_id,vulnerability type,ecosystem,package,security release,repository_url,possible release note,possible changelogs,link,is_doc,list of sources (separated by semicolon),source,snyk version wrong listed,is_fix,How is the fix mentioned? (initial codes); separated by semicolon,fix_pattern,is_uc,is_br,how the breaking change is mentioned? (initial codes); separated by semicolon,breaking_pattern,Additional Comments,row
SNYK-JAVA-ORGWEBJARSNPM-480136,Cross-site Scripting (XSS),Maven,org.webjars.npm:react-dom,16.4.2,https://github.com/facebook/react,https://github.com/facebook/react/releases/tag/v16.4.2,https://github.com/facebook/react/blob/master/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/eslint-plugin-react-hooks/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools-shared/src/node_modules/react-window/CHANGELOG.md ; https://github.com/facebook/react/blob/master/packages/react-devtools/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480136,y,,changelog,,y,"vuln type, mention,  risk explained, cve mentioned, advisory link, PR ; patched versions in other branches",Vulnerability description; Security notice; Advisory reference; Fix reference; affected version listed,y,n,,,,199
SNYK-JAVA-ORGWEBJARSNPM-480322,Regular Expression Denial of Service (ReDoS),Maven,org.webjars.npm:vue,2.5.14,https://github.com/vuejs/vue,https://github.com/vuejs/vue/releases/tag/v2.5.14,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480322,y,,github release note,,y,commit log,fix reference,y,n,,,,201
SNYK-JAVA-ORGWEBJARSNPM-480355,Regular Expression Denial of Service (ReDoS),Maven,org.webjars.npm:xlsx,0.12.2,https://github.com/SheetJS/sheetjs,not found through script,https://github.com/SheetJS/sheetjs/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-480355,n,,,,n,,,n,n,,,,202
SNYK-JAVA-ORGWEBJARSNPM-595669,Regular Expression Denial of Service (ReDoS  ),Maven,org.webjars.npm:marked,1.1.1,https://github.com/markedjs/marked,https://github.com/markedjs/marked/releases/tag/v1.1.1,no changlog found in script,https://snyk.io/vuln/SNYK-JAVA-ORGWEBJARSNPM-595669,y,,github release note,,y,PR,fix reference,y,n,,,,203
SNYK-JS-ACTIONSCORE-1015402,Improper Input Validation,npm,@actions/core,1.2.6,https://github.com/actions/toolkit/tree/master/packages/core,not found through script,https://github.com/actions/toolkit/blob/masterkit/packages/artifact/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/cache/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/core/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/exec/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/github/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/glob/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/io/RELEASES.md ; https://github.com/actions/toolkit/blob/masterkit/packages/tool-cache/RELEASES.md,https://snyk.io/vuln/SNYK-JS-ACTIONSCORE-1015402,y,Releases.md,n,,n,,,n,n,,,discussed offline? sneaky?,204
SNYK-JS-APOLLOGATEWAY-174915,Prototype Pollution,npm,@apollo/gateway,0.6.2,https://github.com/apollographql/federation/tree/master/gateway-js/,not found through script,https://github.com/apollographql/federation/blob/masterfederation/federation-js/CHANGELOG.md ; https://github.com/apollographql/federation/blob/masterfederation/gateway-js/CHANGELOG.md ; https://github.com/apollographql/federation/blob/masterfederation/query-planner-js/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-APOLLOGATEWAY-174915,y,changelog.md,changelog,,y,PR referenced; vulnerability type mentioned ,fix reference; vulnerability description,n,n,,,package resides as a subpackage within the repository,205
SNYK-JS-APOLLOUPLOADSERVER-72544,Denial of Service (DoS),npm,apollo-upload-server,7.0.0,https://github.com/jaydenseric/graphql-upload,https://github.com/jaydenseric/graphql-upload/releases/tag/v7.0.0,https://github.com/jaydenseric/graphql-upload/blob/master/changelog.md,https://snyk.io/vuln/SNYK-JS-APOLLOUPLOADSERVER-72544,y,github release note; changelog,changelog,,n,,,y,y,pr; affected api,code change reference; affected api listed,,206
SNYK-JS-CHARTJS-1018716,Prototype Pollution,npm,chart.js,2.9.4,https://github.com/chartjs/Chart.js,https://github.com/chartjs/Chart.js/releases/tag/v2.9.4,no changlog found in script,https://snyk.io/vuln/SNYK-JS-CHARTJS-1018716,y,github release note,github release note,,y,PR referenced; PR title referenced; commit message referenced; vulnerability type referenced; summary of fix,fix reference; vulnerability description,y,n,,,likely other security fixes; breaking change discussed in involved commits,207
SNYK-JS-CHROMELAUNCHER-537575,Command Injection,npm,chrome-launcher,0.13.2,https://github.com/GoogleChrome/chrome-launcher,https://github.com/GoogleChrome/chrome-launcher/releases/tag/v0.13.2,https://github.com/GoogleChrome/chrome-launcher/blob/master/changelog.md,https://snyk.io/vuln/SNYK-JS-CHROMELAUNCHER-537575,y,github release note; changelog,changelog,,y,PR referenced; PR title referenced; summary of fix,fix reference,y,n,,,dependency updates;,208
SNYK-JS-DEVCERTSANSCACHE-540926,Command Injection,npm,devcert-sanscache,0.4.7,https://github.com/guybedford/devcert,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-DEVCERTSANSCACHE-540926,n,N,n,,n,,,n,n,,,,210
SNYK-JS-DOMPURIFY-1035544,Cross-site Scripting (XSS),npm,dompurify,2.2.2,https://github.com/cure53/DOMPurify,https://github.com/cure53/DOMPurify/releases/tag/2.2.2,no changlog found in script,https://snyk.io/vuln/SNYK-JS-DOMPURIFY-1035544,y,github release note,github release note,,y,Issue referenced; type mentioned,fix reference; vulnerability description,y,n,,,the actual fix commit was not to be found,211
SNYK-JS-ELECTRON-174045,Use After Free,npm,electron,2.0.18,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v2.0.18,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-174045,y,github release note ,github release note,,y,vulnerability explicitly mentioned; dependency patching; advisory link,Security notice; advisory reference; fix reference,y,n,,,interesting project non how declares deps and how applys patches,215
SNYK-JS-ELECTRON-174045,Use After Free,npm,electron,3.0.16,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v3.0.16,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-174045,y,github release note,github release note,,y,vulnerability explicitly mentioned; dependency patching; advisory link,Security notice; advisory reference; fix reference,n,n,,,,216
SNYK-JS-ELECTRON-174045,Use After Free,npm,electron,3.1.6,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v3.1.6,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-174045,y,github release note,github release note,,y,vulnerability explicitly mentioned; dependency patching; advisory link,Security notice; advisory reference; fix reference,n,n,,,,217
SNYK-JS-ELECTRON-174045,Use After Free,npm,electron,4.0.8,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v4.0.8,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-174045,y,github release note,github release note,,y,vulnerability explicitly mentioned; dependency patching; advisory link,Security notice; advisory reference; fix reference,n,n,,,,218
SNYK-JS-ELECTRON-570833,Type Confusion,npm,electron,7.3.1,https://github.com/electron/electron,https://github.com/electron/electron/releases/tag/v7.3.1,https://github.com/electron/electron/blob/master/docs/breaking-changes.md ; https://github.com/electron/electron/blob/master/spec/fixtures/api/window-open-location-change.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history-replace.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/visibilitychange.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-did-navigate-in-page-with-history.html ; https://github.com/electron/electron/blob/master/spec/fixtures/pages/webview-visibilitychange.html,https://snyk.io/vuln/SNYK-JS-ELECTRON-570833,y,github release note,github release note,,y,dependency patching; CVE mentioned; security risk; PR referenced,advisory reference; vulnerability description; fix reference,y,n,,,other non-CVE dependency patching; https://bugs.chromium.org/p/chromium/issues/detail?id=1029462,219
SNYK-JS-EXPRESSCART-72404,SQL Injection,npm,express-cart,1.1.8,https://github.com/mrvautin/expressCart,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-EXPRESSCART-72404,n,,,,n,,,n,n,,,commit does not mention security either,220
SNYK-JS-GHOST-571479,Server-side Request Forgery (SSRF),npm,ghost,2.38.2,https://github.com/TryGhost/Ghost,https://github.com/TryGhost/Ghost/releases/tag/2.38.2,https://github.com/TryGhost/Ghost/blob/master/core/server/services/mail/templates/newsletter.html,https://snyk.io/vuln/SNYK-JS-GHOST-571479,y,github release note,github release note,,y,security explicitly mentioned; summary of fix,security notice; fix reference,n,n,,,,222
SNYK-JS-HANDLEBARS-174183,Prototype Pollution,npm,handlebars,3.0.7,https://github.com/wycats/handlebars.js,not found through script,https://github.com/wycats/handlebars.js/blob/master/release-notes.md,https://snyk.io/vuln/SNYK-JS-HANDLEBARS-174183,n,Release-notes.md; but this version is not there,n,,n,,,n,n,,,,224
SNYK-JS-HANDLEBARS-174183,Prototype Pollution,npm,handlebars,4.0.14,https://github.com/wycats/handlebars.js,not found through script,https://github.com/wycats/handlebars.js/blob/master/release-notes.md,https://snyk.io/vuln/SNYK-JS-HANDLEBARS-174183,n,Release-notes.md; but this version is not there,n,,n,,,n,n,,,,225
SNYK-JS-HTTPLIVESIMULATOR-72456,Directory Traversal,npm,http-live-simulator,1.0.6,https://github.com/prahladyeri/http-live-simulator,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-HTTPLIVESIMULATOR-72456,n,N,n,,n,,,n,n,,,someone commented that the fix does not work,227
SNYK-JS-HTTPLIVESIMULATOR-73554,Directory Traversal,npm,http-live-simulator,1.0.7,https://github.com/prahladyeri/http-live-simulator,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-HTTPLIVESIMULATOR-73554,n,N,n,,n,,,n,n,,,the fix eventually came in the later version with a new CVE;,228
SNYK-JS-INIREADER-1054843,Prototype Pollution,npm,inireader,2.0.0,https://github.com/Ajnasz/IniReader,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-INIREADER-1054843,n,N,n,,n,,,n,n,,,,229
SNYK-JS-ISMYJSONVALID-597167,Arbitrary Code Execution,npm,is-my-json-valid,2.20.3,https://github.com/mafintosh/is-my-json-valid,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-ISMYJSONVALID-597167,n,N,n,,n,,,n,n,,,small packages are less likely to contain release notes?,230
SNYK-JS-JSYAML-173999,Denial of Service (DoS),npm,js-yaml,3.13.0,https://github.com/nodeca/js-yaml,not found through script,https://github.com/nodeca/js-yaml/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-JSYAML-173999,y,changelog.md,changelog,,y ,security explicitly mentioned; risk explained; summary of fix,security notice; vulnerability description; fix reference,n,n,,,,231
SNYK-JS-KIBANA-451546,Information Exposure,npm,kibana,5.0.2,https://github.com/elastic/kibana,not found through script,https://github.com/elastic/kibana/blob/master/.github/ISSUE_TEMPLATE/v8_breaking_change.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.appmountparameters.history.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.chromedoctitle.change.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.chromerecentlyaccessedhistoryitem.id.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.chromerecentlyaccessedhistoryitem.label.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.chromerecentlyaccessedhistoryitem.link.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-public.chromerecentlyaccessedhistoryitem.md ; https://github.com/elastic/kibana/blob/master/docs/development/core/public/kibana-plugin-core-pu,https://snyk.io/vuln/SNYK-JS-KIBANA-451546,n,N,n,,n,,,n,n,,,deprecated; releasenotes in homepage linked in github release note but starts from 5.0.2,234
SNYK-JS-NGZORROANTD-1052821,Cross-site Scripting (XSS),npm,ng-zorro-antd,11.0.0,https://github.com/NG-ZORRO/ng-zorro-antd,https://github.com/NG-ZORRO/ng-zorro-antd/releases/tag/11.0.0,https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/CHANGELOG.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/components/affix/demo/on-change.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/components/badge/demo/change.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/components/cascader/demo/change-on-function.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/components/cascader/demo/change-on-select.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/components/pagination/demo/changer.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/docs/changelog.en-US.md ; https://github.com/NG-ZORRO/ng-zorro-antd/blob/master/docs/changelog.zh-CN.md,https://snyk.io/vuln/SNYK-JS-NGZORROANTD-1052821,y,github release notes; changelog,changelog,,y ,vulnerability type mentioned; PR refrenced; commit referenced,vulnerability description; fix reference,y,y,breaking change notice; affected apis; required action,breaking change notice; affected api listed; action required,,235
SNYK-JS-OIDCPROVIDER-451544,Cross-site Scripting (XSS),npm,oidc-provider,6.0.3,https://github.com/panva/node-oidc-provider,https://github.com/panva/node-oidc-provider/releases/tag/v6.0.3,https://github.com/panva/node-oidc-provider/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-OIDCPROVIDER-451544,y,github release note; changelog,changelog,,y ,commit message copied; commit referenced; issue referenced,fix reference,n ,n,,,,236
SNYK-JS-PRIVATEIP-1044035,Server-side Request Forgery (SSRF),npm,private-ip,2.0.0,https://github.com/frenchbread/private-ip,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-PRIVATEIP-1044035,n,N,n,,n,,,n,n,,,github has no tags either,237
SNYK-JS-SEQUELIZE-459751,SQL Injection,npm,sequelize,4.44.3,https://github.com/sequelize/sequelize,https://github.com/sequelize/sequelize/releases/tag/v4.44.3,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SEQUELIZE-459751,y,github release note,github release note,,y,explicit security mention; advisory link; affected component mentioned; PR referenced; commit referenced,security notice; advisory reference; fix reference; affected component listed,n,n,,,,239
SNYK-JS-SEQUELIZECLI-174320,Sensitive Data Exposure,npm,sequelize-cli,5.5.0,https://github.com/sequelize/cli,not found through script,https://github.com/sequelize/cli/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-JS-SEQUELIZECLI-174320,y,changelog.MD,changelog,,y,commit message; commit referenced,fix reference,n,n,,,interesting the release note does not contain details; important to fetch data from multiple sources,241
SNYK-JS-SLPJS-534575,Inadequate Encryption Strength,npm,slpjs,0.21.4,https://github.com/simpleledger/slpjs,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SLPJS-534575,y,Readme ,changelog,,y ,commit message; security explicitly mentioned; vulnerability severity mentioned; affected part ,security notice; fix reference; vulnerability description; affected component listed,y,n,,,github release not does not contain full log; it is because the log can't changed afterwards,242
SNYK-JS-SLPVALIDATE-534572,Inadequate Encryption Strength,npm,slp-validate,1.0.1,https://github.com/simpleledger/slp-validate,https://github.com/simpleledger/slp-validate.js/releases/tag/1.0.1,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SLPVALIDATE-534572,y,Readme ,changelog,,y ,commit message; security explicitly mentioned; vulnerability severity mentioned; affected part ,security notice; fix reference; vulnerability description; affected component listed,y,n,,,github release not does not contain full log; it is because the log can't changed afterwards; similar vulnerability in related projects for this org,243
SNYK-JS-SWAGGERUI-449941,Cross-site Scripting (XSS),npm,swagger-ui,3.0.13,https://github.com/swagger-api/swagger-ui,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SWAGGERUI-449941,n,github release note but not this version,n,,n,,,n,n,,,"https://github.com/swagger-api/swagger-ui/releases/tag/v3.24.1; when a vulnerable dependency is fixed, what do the release note says? why sneaky?",244
SNYK-JS-SWAGGERUI-572012,Insecure Defaults,npm,swagger-ui,3.26.1,https://github.com/swagger-api/swagger-ui,https://github.com/swagger-api/swagger-ui/releases/tag/v3.26.1,no changlog found in script,https://snyk.io/vuln/SNYK-JS-SWAGGERUI-572012,y,github release note ,github release note,,y,explicit security mention; affected component; commit reference; summary of fix,security notice; affected component listed; fix reference,y,n,,,,245
SNYK-JS-THREE-1064931,Regular Expression Denial of Service (ReDoS),npm,three,0.125.0,https://github.com/mrdoob/three.js,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-THREE-1064931,y,github release note; https://github.com/mrdoob/three.js/releases/tag/r125,github release note,,y,commit message;PR referenced,fix reference,y,n,,,github release numbers and versions may not exact string match,247
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.1.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,250
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.2.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,251
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.3.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,252
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.4.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,253
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.5.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,254
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.6.3,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,255
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.7.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,256
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.8.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,257
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,2.9.5,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,258
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.0.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,259
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.1.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,260
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.2.4,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,n,changes.txt; github release note; but not this version?,n,,n,,,n,n,,,,261
SNYK-JS-UIFABRICUTILITIES-571487,Prototype Pollution,npm,@uifabric/utilities,7.20.3,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui/releases/tag/%40uifabric%2Fexperiments_v7.20.3,https://github.com/microsoft/fluentui/blob/master/apps/a11y-tests/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/codesandbox-react-northstar-template/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/codesandbox-react-template/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/perf-test/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/pr-deploy-site/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/public-docsite-resources/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/public-docsite/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/server-rendered-app/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/ssr-tests/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/test-bundles/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/theming-designer/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps,https://snyk.io/vuln/SNYK-JS-UIFABRICUTILITIES-571487,y,https://github.com/microsoft/fluentui/blob/6235ee2c92946dc60d4256fc1458cf6ace8f7561/packages/utilities/CHANGELOG.md,changelog,,y,vulnerability explicitly mentioned; vulnerability type mentioned; PR referenced ,security notice; vulnerability description; fix reference,y,n,,,subpackage within repo; uses automated tool to create changelogs?,262
SNYK-JS-URLPARSE-1078283,Improper Input Validation,npm,url-parse,1.5.0,https://github.com/unshiftio/url-parse,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-URLPARSE-1078283,n,N,n,,n,,,n,n,,,,263
SNYK-PHP-MAGENTOCOMMUNITYEDITION-473097,Cross-site Scripting (XSS),Composer,magento/community-edition,2.3.2-p2,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.2-p2,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-473097,n,,,,n,,,n,n,,,,306
SNYK-PHP-MAGENTOCOMMUNITYEDITION-595965,Directory Traversal,Composer,magento/community-edition,2.3.5-p2,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.5-p2,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-595965,n,,,,n,,,n,n,,,,307
