snyk_id,vulnerability type,ecosystem,package,security release,repository,possible release note,possible changelogs,link,Is there a documentation source?,list of sources (separated by semicolon),main source,snyk version wrong listed,is the fix mentioned?,How is the fix mentioned? (initial codes); separated by semicolon,How is the fix mentioned? (final codes); separated by semicolon,is there unrelated change mentioned?,is breaking change mentioned?,how the breaking change is mentioned? (initial codes); separated by semicolon,how the breaking change is mentioned? (final codes); separated by semicolon,Additional Comments,Additional Resources
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.0.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,N,N,N,,,,,,,,,,
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.1.1,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,N,N,N,,,,,,,,,,
SNYK-JS-TOTALJS-173710,Directory Traversal,npm,total.js,3.2.4,https://github.com/totaljs/framework,not found through script,https://github.com/totaljs/framework/blob/master/changes.txt ; https://github.com/totaljs/framework/blob/master/test/components/newsletter.html ; https://github.com/totaljs/framework/blob/master/test/config-release,https://snyk.io/vuln/SNYK-JS-TOTALJS-173710,N,N,N,,,,,,,,,,
SNYK-JS-UIFABRICUTILITIES-571487,Prototype Pollution,npm,@uifabric/utilities,7.20.3,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui/releases/tag/%40uifabric%2Fexperiments_v7.20.3,https://github.com/microsoft/fluentui/blob/master/apps/a11y-tests/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/codesandbox-react-northstar-template/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/codesandbox-react-template/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/perf-test/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/pr-deploy-site/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/public-docsite-resources/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/public-docsite/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/server-rendered-app/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/ssr-tests/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/test-bundles/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps/theming-designer/CHANGELOG.md ; https://github.com/microsoft/fluentui/blob/master/apps,https://snyk.io/vuln/SNYK-JS-UIFABRICUTILITIES-571487,Y,github release note,github release note,,Y,vulnerability explicitly mentioned; vulnerability type mentioned; PR referenced ,security notice; vulnerability description; fix reference,Y,N,,,,
SNYK-JS-URLPARSE-1078283,Improper Input Validation,npm,url-parse,1.5.0,https://github.com/unshiftio/url-parse,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-JS-URLPARSE-1078283,N,N,N,,,,,,,,,,
SNYK-PHP-BAGISTOBAGISTO-467191,Broken Access Control,Composer,bagisto/bagisto,0.1.6,https://github.com/bagisto/bagisto,https://github.com/bagisto/bagisto/releases/tag/v0.1.6,https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v0.1.x.md ; https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v0.2.x.md ; https://github.com/bagisto/bagisto/blob/master/CHANGELOG for v1.x.x.md,https://snyk.io/vuln/SNYK-PHP-BAGISTOBAGISTO-467191,Y,changelog.md,changelog,,Y,fix mentioned; issue number referenced,fix reference,Y,N,,,,
SNYK-PHP-BOLTBOLT-597088,Improper Access Control,Composer,bolt/bolt,3.3.6,https://github.com/bolt/bolt,https://github.com/bolt/bolt/releases/tag/v3.3.6,https://github.com/bolt/bolt/blob/master/app/src/lib/ckeditor/CHANGES.md ; https://github.com/bolt/bolt/blob/master/app/src/lib/ckeditor/plugins/codesnippet/lib/highlight/CHANGES.md ; https://github.com/bolt/bolt/blob/master/app/view/js/ckeditor/plugins/codesnippet/lib/highlight/CHANGES.md ; https://github.com/bolt/bolt/blob/master/changelog.md,https://snyk.io/vuln/SNYK-PHP-BOLTBOLT-597088,Y,changelog.md,changelog,,Y,fix mentioned; security notice; summary of fix,fix reference; security notice,Y,N,,,,
SNYK-PHP-CENTREONCENTREON-472429,Cross-site Scripting (XSS),Composer,centreon/centreon,18.10.5,https://github.com/centreon/centreon,https://github.com/centreon/centreon/releases/tag/18.10.5,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-CENTREONCENTREON-472429,Y,github release note,github release note,,Y,fix mentioned; pull request referenced; link to issue; security notice,fix reference; security notice,Y,N,,,,
SNYK-PHP-CENTREONCENTREON-472429,Cross-site Scripting (XSS),Composer,centreon/centreon,2.8.28,https://github.com/centreon/centreon,https://github.com/centreon/centreon/releases/tag/2.8.28,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-CENTREONCENTREON-472429,Y,github release note,github release note,,Y,fix mentioned; pull request referenced; link to issue; security notice,fix reference; security notice,Y,N,,,,
SNYK-PHP-CRAFTCMSCMS-450195,Cross-site Scripting (XSS),Composer,craftcms/cms,3.1.31,https://github.com/craftcms/cms,not found through script,https://github.com/craftcms/cms/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-CRAFTCMSCMS-450195,Y,changelog.md,changelog,,Y,fix mentioned,fix reference,Y,N,,,,
SNYK-PHP-DRUPALDRUPAL-538566,Access Restriction Bypass,Composer,drupal/drupal,8.7.11,https://github.com/drupal/drupal,not found through script,https://github.com/drupal/drupal/blob/master/core/assets/vendor/ckeditor/CHANGES.md ; https://github.com/drupal/drupal/blob/master/core/CHANGELOG.txt,https://snyk.io/vuln/SNYK-PHP-DRUPALDRUPAL-538566,Y,homepage release announcement,homepage announcement,,Y,fix mentioned; vulnerability description; security notice,fix reference; security notice; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-DRUPALDRUPAL-538566,Access Restriction Bypass,Composer,drupal/drupal,8.8.1,https://github.com/drupal/drupal,not found through script,https://github.com/drupal/drupal/blob/master/core/assets/vendor/ckeditor/CHANGES.md ; https://github.com/drupal/drupal/blob/master/core/CHANGELOG.txt,https://snyk.io/vuln/SNYK-PHP-DRUPALDRUPAL-538566,Y,homepage release announcement,homepage announcement,,Y,fix mentioned; vulnerability description; security notice,fix reference; security notice; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-EZYANGHTMLPURIFIER-72371,Cross-site Scripting (XSS),Composer,ezyang/htmlpurifier,4.1.1,https://github.com/ezyang/htmlpurifier,not found through script,https://github.com/ezyang/htmlpurifier/blob/master/NEWS ; https://github.com/ezyang/htmlpurifier/blob/master/plugins/phorum/Changelog ; https://github.com/ezyang/htmlpurifier/blob/master/update-for-release,https://snyk.io/vuln/SNYK-PHP-EZYANGHTMLPURIFIER-72371,Y,news,changelog,,Y,fix mentioned,fix reference,Y,N,,,,
SNYK-PHP-FLARUMTAGS-1066166,Privilege Escalation,Composer,flarum/tags,0.1.0-beta.13,https://github.com/flarum/tags,https://github.com/flarum/tags/releases/tag/v0.1.0-beta.13,https://github.com/flarum/tags/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-FLARUMTAGS-1066166,Y,changelog ,changelog,,N,,,,,,,Fix mentioned in v0.1.0-beta.14,
SNYK-PHP-GETGRAVGRAV-466420,Cross-site Scripting (XSS),Composer,getgrav/grav,1.6.16,https://github.com/getgrav/grav,https://github.com/getgrav/grav/releases/tag/1.6.16,https://github.com/getgrav/grav/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-GETGRAVGRAV-466420,Y,changelog,changelog,,N,,,,,,,Synk Github issue link is broken; could not find issue #2657,
SNYK-PHP-IIGNATOVLIGHTOPENID-174633,Server-Side Request Forgery (SSRF),Composer,iignatov/lightopenid,1.3.0,https://github.com/WillSkates/LightOpenID,https://github.com/iignatov/LightOpenID/releases/tag/1.3.0,https://github.com/WillSkates/LightOpenID/blob/master/CHANGELOG.md,https://snyk.io/vuln/SNYK-PHP-IIGNATOVLIGHTOPENID-174633,N,N,N,,,,,,,,,Changelog not updated,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,6.20.14,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,N,N,N,,,,,,,,,,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,7.30.4,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,N,N,N,,,,,,,,,,
SNYK-PHP-ILLUMINATEDATABASE-1069891,Resource Management Errors,Composer,illuminate/database,8.24.0,https://github.com/illuminate/database,not found through script,no changlog found in script,https://snyk.io/vuln/SNYK-PHP-ILLUMINATEDATABASE-1069891,N,N,N,,,,,,,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Remote Code Execution (RCE),Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174043,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Remote Code Execution,Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174048,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Cross-site Scripting (XSS),Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174066,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Cross-site Scripting (XSS),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Cross-site Scripting (XSS),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Cross-site Scripting (XSS),Composer,magento/community-edition,2.3.1,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.3.1,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174067,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174071,Cross-site Scripting (XSS),Composer,magento/community-edition,2.1.17,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.1.17,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174071,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
SNYK-PHP-MAGENTOCOMMUNITYEDITION-174071,Cross-site Scripting (XSS),Composer,magento/community-edition,2.2.8,https://github.com/magento/magento2,https://github.com/magento/magento2/releases/tag/2.2.8,https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/adminhtml/templates/tab/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email_and_password.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/email/change_email.html ; https://github.com/magento/magento2/blob/master/app/code/Magento/Customer/view/frontend/templates/form/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Integration/view/adminhtml/templates/integration/tokens_exchange.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Newsletter/view/frontend/templates/form/register/newsletter.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/history.phtml ; https://github.com/magento/magento2/blob/master/app/code/Magento/Sales/view/adminhtml/templates/order/view/tab/history.phtml ; https://github.com,https://snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-174071,Y,homepage release announcement,homepage announcement,,Y,vulnerability description; fix mentioned,fix reference; vulnerability description; affected versions listed,Y,N,,,,
